,log2FC,padj
LOC_Os01g31370,2.64603,0.04197
LOC_Os01g34010,2.29293,0.0447776
LOC_Os01g36400,1.5765,0.0041567
LOC_Os01g36790,1.82879,0.00498373
LOC_Os01g37590,2.19251,0.000668689
LOC_Os01g39000,1.33779,0.0169401
LOC_Os01g39860,2.42061,4.31217E-06
LOC_Os01g45570,3.22452,0.00337064
LOC_Os01g45620,1.15804,0.0340136
LOC_Os01g45990,1.0314,0.0444576
LOC_Os01g46984,5.9818,6.06295E-05
LOC_Os01g47780,1.25357,0.0226888
LOC_Os01g48270,1.11655,0.0274867
LOC_Os01g48990,1.26524,0.0167949
LOC_Os01g49160,1.28287,0.0276844
LOC_Os01g51780,1.51897,0.0434866
LOC_Os01g52880,4.25966,1.76166E-09
LOC_Os01g55150,1.18255,0.0166794
LOC_Os01g56980,1.10202,0.0284235
LOC_Os01g57040,6.16402,0.000748165
LOC_Os01g58280,1.58369,0.00619714
LOC_Os01g58580,1.01585,0.046605
LOC_Os01g58910,3.50885,0.000727846
LOC_Os01g64860,1.77015,0.00670639
LOC_Os01g66100,1.39411,0.0149563
LOC_Os01g66200,1.32423,0.0115391
LOC_Os01g66670,1.79769,0.00491793
LOC_Os01g67240,1.25412,0.0155227
LOC_Os01g68000,2.85907,0.0432402
LOC_Os01g68020,1.04581,0.0402306
LOC_Os01g68140,1.36513,0.00583409
LOC_Os01g69030,1.91,0.0112582
LOC_Os01g69200,3.39535,0.0100928
LOC_Os01g70730,3.12777,1.58676E-08
LOC_Os01g71280,1.25782,0.0144727
LOC_Os01g72280,2.8433,0.0406376
LOC_Os01g72290,2.87485,1.6834E-07
LOC_Os01g73580,1.17208,0.0467472
LOC_Os01g73900,1.27078,0.0137482
LOC_Os01g73960,1.22421,0.0355105
LOC_Os01g74250,1.17804,0.0371207
LOC_Os02g05650,4.86958,0.0438499
LOC_Os02g06090,1.16531,0.0338211
LOC_Os02g07044,2.98444,4.00788E-09
LOC_Os02g07820,1.33795,0.0112801
LOC_Os02g08220,2.50324,7.41561E-05
LOC_Os02g09830,3.38931,0.0387481
LOC_Os02g13960,1.19171,0.0171103
LOC_Os02g15540,1.60575,0.0055506
LOC_Os02g15690,1.06162,0.0350016
LOC_Os02g16680,1.37985,0.00846277
LOC_Os02g17970,2.06504,5.57984E-05
LOC_Os02g21640,1.13183,0.03731
LOC_Os02g28900,2.59228,3.96568E-06
LOC_Os02g33420,1.32824,0.00945258
LOC_Os02g35830,1.02831,0.0450956
LOC_Os02g36924,1.93542,0.000421445
LOC_Os02g37970,1.62396,0.0116362
LOC_Os02g40010,1.39971,0.0169287
LOC_Os02g41610,2.81205,0.00001505
LOC_Os02g44300,1.53379,0.0206208
LOC_Os02g49440,1.34267,0.0235343
LOC_Os02g51370,1.2336,0.0179904
LOC_Os02g51390,1.41167,0.00843967
LOC_Os02g51620,1.57547,0.00204192
LOC_Os02g51760,1.73955,0.0237903
LOC_Os02g52010,2.09453,0.018416
LOC_Os02g52480,1.71202,0.00195519
LOC_Os02g52930,4.58976,0.0014619
LOC_Os02g53160,2.81013,0.0347697
LOC_Os02g54190,2.2826,0.000686056
LOC_Os02g54830,1.51435,0.0492343
LOC_Os02g54870,1.92814,0.00019953
LOC_Os02g55480,2.33813,1.37407E-05
LOC_Os02g55560,1.08954,0.0313543
LOC_Os02g58210,1.09796,0.0290116
LOC_Os03g02280,3.08557,0.00333355
LOC_Os03g02530,1.47771,0.0275296
LOC_Os03g02740,1.3285,0.0411079
LOC_Os03g03810,3.99948,0.017185
LOC_Os03g04050,1.00817,0.0457571
LOC_Os03g04270,1.00632,0.0405771
LOC_Os03g04430,1.63528,0.00530051
LOC_Os03g04830,1.14799,0.0233113
LOC_Os03g05530,1.93195,0.00122778
LOC_Os03g05920,1.47217,0.0491194
LOC_Os03g06705,2.98254,0.0010619
LOC_Os03g12470,1.64771,0.0121203
LOC_Os03g12990,2.61805,0.00313058
LOC_Os03g13570,1.22946,0.0136257
LOC_Os03g17410,1.41735,0.0184943
LOC_Os03g17900,1.03987,0.0394767
LOC_Os03g18300,2.34135,0.000353237
LOC_Os03g20350,1.20132,0.027931
LOC_Os03g21480,1.77277,0.0188026
LOC_Os03g22510,3.7352,0.00361299
LOC_Os03g27230,1.37545,0.00578666
LOC_Os03g27590,1.41535,0.0273288
LOC_Os03g31679,1.04702,0.0351218
LOC_Os03g42070,1.6561,0.00890776
LOC_Os03g43684,1.17439,0.0251967
LOC_Os03g44150,1.08297,0.0332663
LOC_Os03g44230,2.41697,1.02399E-06
LOC_Os03g48480,1.51588,0.0317194
LOC_Os03g50050,1.55328,0.0448721
LOC_Os03g51910,1.43598,0.00373529
LOC_Os03g53150,1.6953,0.0296262
LOC_Os03g54790,1.12142,0.026776
LOC_Os03g57110,1.09646,0.0343431
LOC_Os03g58570,2.7277,0.000373111
LOC_Os03g58940,5.20573,0.0307873
LOC_Os03g61670,1.70006,0.000579949
LOC_Os03g61740,1.9711,0.00606861
LOC_Os03g62370,1.19966,0.0488717
LOC_Os03g62740,1.80525,0.0270486
LOC_Os03g63240,2.44598,0.0487477
LOC_Os03g63810,2.42156,4.6648E-06
LOC_Os03g64170,2.21579,0.000601143
LOC_Os03g64340,1.43058,0.0203915
LOC_Os04g01140,1.77339,0.00240238
LOC_Os04g01320,1.51232,0.0374892
LOC_Os04g01490,1.90162,0.013602
LOC_Os04g02780,1.15239,0.0360265
LOC_Os04g03050,4.23393,1.18369E-10
LOC_Os04g09580,1.08979,0.0390082
LOC_Os04g09770,4.03241,0.0373044
LOC_Os04g23620,1.36274,0.0246247
LOC_Os04g26870,3.4992,1.70763E-08
LOC_Os04g31804,1.1233,0.0251957
LOC_Os04g33660,3.65288,0.0416015
LOC_Os04g35680,2.6382,0.00561737
LOC_Os04g36650,4.04308,0.0300056
LOC_Os04g37480,1.76067,0.0214818
LOC_Os04g38520,1.07539,0.0398731
LOC_Os04g40100,4.88908,0.00258089
LOC_Os04g41870,1.75444,0.0262183
LOC_Os04g43290,2.69312,0.00134263
LOC_Os04g44790,1.60378,0.0414345
LOC_Os04g44910,1.37432,0.0489409
LOC_Os04g45670,1.02754,0.0428275
LOC_Os04g46110,1.37161,0.0259035
