,log2FC,padj
LOC_Os08g16850,2.471825575,0.013478912
LOC_Os03g36530,2.459074152,0.013991958
LOC_Os08g30490,2.439489679,0.01468201
LOC_Os02g04780,2.429700974,0.015141462
LOC_Os04g48260,2.423045821,0.01601018
ChrSy.fgenesh.gene.81,2.414787034,0.015141462
LOC_Os03g12230,2.399607098,0.044697393
LOC_Os12g41940,2.399607098,0.044697393
LOC_Os05g12630,2.390973336,0.0076661
LOC_Os09g07450,2.389607078,0.036013059
LOC_Os02g06630,2.376860214,0.018852638
LOC_Os03g60580,2.355153612,0.017468545
LOC_Os04g48930,2.35354,0.017781944
LOC_Os11g10180,2.35354,0.017781944
LOC_Os08g35760,2.296912602,0.01261017
LOC_Os01g09460,2.292482222,0.038840397
LOC_Os02g15860,2.193138979,0.015396258
LOC_Os02g45780,2.186122167,0.026576667
ChrUn.fgenesh.gene.94,2.186122167,0.026576667
LOC_Os06g21210,2.142881259,0.02401907
LOC_Os04g09604,2.138822992,0.025839294
LOC_Os01g65690,2.125750067,0.020261462
LOC_Os01g47350,2.092663118,0.017323864
LOC_Os03g01200,2.089839165,0.01681441
LOC_Os04g02580,2.06280503,0.023915777
LOC_Os02g38450,2.040327253,0.04226773
LOC_Os02g06610,2.031908865,0.048450223
LOC_Os12g38850,1.981501488,0.049814168
LOC_Os09g25690,1.977543778,0.038259949
LOC_Os05g20450,1.969071583,0.032176698
LOC_Os12g33194,1.959387263,0.038040465
LOC_Os02g06290,1.947752944,0.045915158
LOC_Os09g22090,1.934749792,0.04686269
LOC_Os11g37560,1.934215535,0.042826199
LOC_Os12g40180,1.891711209,0.049165447
LOC_Os05g39250,1.888716271,0.040535182
LOC_Os06g15370,1.875424975,0.035831196
LOC_Os11g44780,1.868844643,0.044916029
LOC_Os12g24020,1.865224983,0.036823438
LOC_Os11g42500,1.79875834,0.038249192
LOC_Os04g18400,1.796858827,0.038890993
LOC_Os12g22489,1.790024649,0.045003669
LOC_Os09g35030,1.785424313,0.045289312
LOC_Os05g20460,1.78180084,0.048632027
LOC_Os05g06399,1.768998285,0.045571722
LOC_Os02g47470,1.737621223,0.043314272
LOC_Os01g11160,-1.678875288,0.049872006
LOC_Os08g33150,-1.718208108,0.046212138
LOC_Os04g07110,-1.720030417,0.047504394
LOC_Os04g30240,-1.720241726,0.04525626
LOC_Os05g35290,-1.732509961,0.045061856
LOC_Os11g31540,-1.733519467,0.045923358
LOC_Os01g53390,-1.735729288,0.048567187
LOC_Os05g11320,-1.754069865,0.040717014
LOC_Os01g74640,-1.775257604,0.049594141
LOC_Os12g03370,-1.778506465,0.04876995
LOC_Os10g34840,-1.787254577,0.041772846
LOC_Os09g04050,-1.79226031,0.04468339
LOC_Os05g04584,-1.798538228,0.037208462
LOC_Os04g32920,-1.812815119,0.035669604
LOC_Os01g18584,-1.821937297,0.034819563
LOC_Os05g17604,-1.828052021,0.048022639
LOC_Os11g44430,-1.828876172,0.037792912
LOC_Os11g05800,-1.834584508,0.043684188
LOC_Os06g45960,-1.840064121,0.037353498
LOC_Os11g47630,-1.841597381,0.047111638
LOC_Os01g09150,-1.842623984,0.03985819
LOC_Os09g13440,-1.844133935,0.032003968
LOC_Os04g29680,-1.867797425,0.043870193
LOC_Os06g38580,-1.871464918,0.041900246
LOC_Os12g43390,-1.874483358,0.035402565
LOC_Os03g08460,-1.881605717,0.040333044
LOC_Os06g20900,-1.9011226,0.03890396
LOC_Os02g13460,-1.903679128,0.040016131
LOC_Os02g40180,-1.906531389,0.039154437
LOC_Os08g07660,-1.916827764,0.034113967
LOC_Os09g23300,-1.92231349,0.037142718
LOC_Os10g04490,-1.926678632,0.044644611
LOC_Os04g07260,-1.928394841,0.033441664
LOC_Os01g27230,-1.935583413,0.030161846
LOC_Os05g47770,-1.939859276,0.036165145
LOC_Os04g29580,-1.943078868,0.039154437
LOC_Os12g36850,-1.954074067,0.023876807
LOC_Os02g56370,-1.95855372,0.029147768
LOC_Os02g10830,-1.963432666,0.041800833
LOC_Os10g41999,-1.969331389,0.032731379
LOC_Os07g35940,-1.970730711,0.045915158
LOC_Os05g27050,-1.975573488,0.037277647
LOC_Os03g29190,-1.97782094,0.022943603
LOC_Os12g07310,-1.980698251,0.028575037
LOC_Os07g34980,-2.000064819,0.037430597
LOC_Os01g04540,-2.007332649,0.027042721
LOC_Os10g36848,-2.01333956,0.02093833
LOC_Os10g34440,-2.014450939,0.047571201
LOC_Os02g26670,-2.017961509,0.028556473
LOC_Os04g22080,-2.018602638,0.043682014
LOC_Os11g40810,-2.039484354,0.030716392
LOC_Os04g28780,-2.052653614,0.048605977
LOC_Os07g33440,-2.06213909,0.042613565
LOC_Os05g19910,-2.064659405,0.01750659
LOC_Os04g02030,-2.074844479,0.047571201
LOC_Os06g38870,-2.077194301,0.030871457
LOC_Os07g31250,-2.078676906,0.049814168
LOC_Os09g29560,-2.086779923,0.017570662
LOC_Os08g09040,-2.094468761,0.043342751
LOC_Os06g38950,-2.099685087,0.032316502
LOC_Os01g08630,-2.105434212,0.02644669
LOC_Os01g63180,-2.117767488,0.015780142
LOC_Os08g26230,-2.121305728,0.014507193
LOC_Os10g39710,-2.127941426,0.016355389
LOC_Os06g18960,-2.129595764,0.016932392
LOC_Os04g41860,-2.131372519,0.024174514
LOC_Os07g06860,-2.131372519,0.024174514
LOC_Os03g16950,-2.135570044,0.019121233
LOC_Os04g39320,-2.14569157,0.014112639
LOC_Os01g38359,-2.156897839,0.014149227
LOC_Os07g03900,-2.165713117,0.015876183
LOC_Os07g37350,-2.173945098,0.04226773
LOC_Os01g19260,-2.185573411,0.01428224
LOC_Os09g32730,-2.203148943,0.036672434
LOC_Os01g68740,-2.205825948,0.023570697
LOC_Os03g31740,-2.206657132,0.023176648
LOC_Os11g40870,-2.233081424,0.033908436
LOC_Os11g46000,-2.233081424,0.033908436
LOC_Os06g20150,-2.234200452,0.015611447
LOC_Os01g37020,-2.239252076,0.038983062
LOC_Os08g41650,-2.239252076,0.038983062
LOC_Os12g32190,-2.250731786,0.019023947
LOC_Os05g46050,-2.259045652,0.049219036
LOC_Os09g36940,-2.259045652,0.049219036
LOC_Os12g44210,-2.269988978,0.032569892
LOC_Os02g37160,-2.292024732,0.01583439
LOC_Os02g36070,-2.30783386,0.029505815
