,log2FoldChange,padj
LOC_Os01g01060,-1.8499731745947827,4.923196019332557e-6
LOC_Os01g01080,0.9329626349193557,0.008092636736103767
LOC_Os01g01295,-1.1825615148940465,0.0024932825162429667
LOC_Os01g01302,-2.7057225876800644,7.524650162121372e-21
LOC_Os01g01360,1.4097025614524539,0.03103352133508531
LOC_Os01g01510,-1.3532677628633176,1.1902959307197891e-4
LOC_Os01g01670,-1.5953827904771636,0.009490387861236288
LOC_Os01g01740,2.1536280536765493,0.006733432545775284
LOC_Os01g01800,0.8592823895216922,0.009513028726536445
LOC_Os01g01870,-1.7990715772580677,1.299427986469419e-8
LOC_Os01g01910,1.2196379094072942,0.046553521199230334
LOC_Os01g02020,0.9607639032050675,9.730357526972623e-4
LOC_Os01g02040,-2.115107114203002,0.004161001863320013
LOC_Os01g02139,5.269827476633749,9.144280300110477e-9
LOC_Os01g02150,2.845113174088454,1.2396600673672285e-4
LOC_Os01g02170,-2.228499750299157,3.0188637083894523e-4
LOC_Os01g02200,1.8258702215766218,6.33065626118395e-10
LOC_Os01g02320,1.3232268399437168,0.04321207215092788
LOC_Os01g02370,-2.9903780016848143,2.787962320994885e-6
LOC_Os01g02390,1.2344079567930148,0.0017156707243185924
LOC_Os01g02560,-4.968131237648405,0.018608067198759317
LOC_Os01g02580,-1.7692031779762436,0.041423430925662225
LOC_Os01g02710,1.6654849495382233,3.824447036462113e-5
LOC_Os01g02730,-2.5780241488255795,0.018970679580598834
LOC_Os01g02780,-3.102589438932491,0.02907092234990235
LOC_Os01g02800,-2.415078462895674,0.04185139570360296
LOC_Os01g02870,1.4792855255827233,0.007421579266975515
LOC_Os01g02884,-0.6898031114932514,0.015997885460784483
LOC_Os01g02900,2.8394632337431895,8.840800270234348e-16
LOC_Os01g02920,1.0989360586778452,0.004663173431611299
LOC_Os01g03040,-0.8053093440345334,0.006624673856348747
LOC_Os01g03050,-1.0213416013727072,0.03368371522398286
LOC_Os01g03070,-1.1090320018999285,1.1872713361326843e-5
LOC_Os01g03110,-1.2953896453194946,1.972028808122134e-4
LOC_Os01g03290,-3.2012417283884127,0.00507582399590876
LOC_Os01g03310,-1.5696002644826221,9.334196422590092e-5
LOC_Os01g03320,3.065804732972141,0.03583199892834067
LOC_Os01g03330,4.251060078114776,0.01030070309058391
LOC_Os01g03360,6.575314865576362,4.233539715342307e-6
LOC_Os01g03390,2.5449583156642537,0.03828861524380601
LOC_Os01g03660,-1.4417117251147564,0.02978880130179258
LOC_Os01g03690,-1.5341263814021977,0.0013742437200671828
LOC_Os01g03740,-2.667406636340988,0.02010600842118956
LOC_Os01g03730,1.477481976048806,0.009225327257085133
LOC_Os01g03760,-0.9023291354007643,2.8271622092685545e-4
LOC_Os01g03820,-0.7700405257887614,0.016146936845078855
LOC_Os01g03914,1.7397165976846345,3.2128098603279584e-10
LOC_Os01g03940,-1.3746001936398042,2.6625070304543935e-4
LOC_Os01g03950,-1.5862523269629019,0.01178203380882797
LOC_Os01g03980,-2.7946571095428143,3.46685258472203e-6
LOC_Os01g04020,-0.9006974034882256,5.203034950814455e-5
LOC_Os01g04050,7.500144362879826,9.054979783245608e-9
LOC_Os01g04200,0.8050132482527793,0.006714712707689384
LOC_Os01g04260,-1.5155004991581456,0.008617765071809669
LOC_Os01g04280,-2.570796114011757,0.0025404129334716413
LOC_Os01g04324,-4.651956722929149,7.285153243444558e-4
LOC_Os01g04330,-4.237524883733353,3.2153945240947963e-6
LOC_Os01g04350,-1.324625036351259,3.1714494912148943e-5
LOC_Os01g04630,-1.0831589022705628,2.0672686418576023e-5
LOC_Os01g04670,5.244924375728107,1.6818565214499443e-10
LOC_Os01g04730,-1.1253841973278147,0.0023995059112876557
LOC_Os01g04800,9.30165942522269,2.1146429224416664e-5
LOC_Os01g04880,1.1795290178345699,0.01837771285371306
LOC_Os01g04900,-0.9611301029050554,0.0071283329200707655
LOC_Os01g04950,1.1521419065729608,1.4831432512380004e-5
LOC_Os01g05080,-1.16312613218235,3.176907599526429e-4
LOC_Os01g05260,-7.998156611821155,0.011629807344846331
LOC_Os01g05490,-0.6517564957252416,0.01314552610747432
LOC_Os01g05530,-1.0098053648946983,0.0010230215212153762
LOC_Os01g05540,-1.0023099672317572,0.0017711900857971246
LOC_Os01g05630,1.1885823725118274,0.007202468691396401
LOC_Os01g05650,-1.345435783210064,6.195217344837179e-9
LOC_Os01g05660,-2.2093226902713172,1.0777618827876551e-13
LOC_Os01g05744,2.922961992857855,0.006138595314918997
LOC_Os01g05760,3.7062803188692954,0.011403345991497076
LOC_Os01g05780,2.8092905966571267,0.011833913602368061
LOC_Os01g05790,-0.657017985890064,0.03570836917157219
LOC_Os01g05800,-1.3028790794691998,2.495150784207174e-7
LOC_Os01g05810,1.046956828122863,0.003037583989945563
LOC_Os01g05820,2.202153168526336,0.03486722797220809
LOC_Os01g05970,1.1274007610232049,0.0075835908640367634
LOC_Os01g06010,0.8614792705868791,0.03494832085083497
LOC_Os01g06280,-1.7652006746453703,6.448881817135835e-5
LOC_Os01g06460,-1.152678457397584,1.7689987873266725e-4
LOC_Os01g06470,0.8075618106098063,0.007845776828939872
LOC_Os01g06500,-1.319533335121491,0.029564772711302426
LOC_Os01g06510,-1.4725221615912634,7.664389526529046e-4
LOC_Os01g06580,-7.640763248625627,1.3599612983964697e-4
LOC_Os01g06590,-1.014117898447672,0.010805724606369381
LOC_Os01g06600,0.9820259358320095,0.002788560518369862
LOC_Os01g06740,-1.8950628369952187,0.006405903852697581
LOC_Os01g06750,-5.1332951910040485,0.04831794096502
LOC_Os01g06790,-2.048793800395044,0.007110765484248752
LOC_Os01g06870,-3.881784572386152,1.1583489417793519e-4
LOC_Os01g06876,-4.933417482981438,3.512395927798276e-7
LOC_Os01g06882,-5.124539970205707,0.012253713918858395
LOC_Os01g06900,-2.144619296714347,2.6823604921717952e-5
LOC_Os01g06920,-2.1619098061249096,0.04911143480399491
LOC_Os01g07080,-0.874666577149076,0.037015026235620134
LOC_Os01g07250,-0.6497956681147001,0.048735367646976294
LOC_Os01g07310,0.7602184568177548,0.01131647762319273
LOC_Os01g07370,-2.337500994056747,6.385446039834737e-15
LOC_Os01g07376,1.2311360012842723,0.009985962225055111
LOC_Os01g07390,-1.2384361201375578,4.795976819438207e-4
LOC_Os01g07490,0.8629982369003258,0.0019988746743161466
LOC_Os01g07740,1.0003853503010247,0.012519457728450666
LOC_Os01g07770,-1.316321399797412,0.03420049972861306
LOC_Os01g07870,-0.9840006757093901,3.9256116004516943e-4
LOC_Os01g07890,2.6330898342616176,2.2003685323957392e-4
LOC_Os01g07910,1.196880672268856,0.017932067990681866
LOC_Os01g07950,0.9680880069418863,0.0032399842639900434
LOC_Os01g07970,2.5812005230122166,3.191138534104742e-6
LOC_Os01g08020,-3.6652589953696686,0.007671251948386166
LOC_Os01g08130,5.754180148875283,0.006400369902938235
LOC_Os01g08140,6.079738472266211,1.928288974578998e-4
LOC_Os01g08270,0.5947963374006231,0.03452028862482002
LOC_Os01g08280,1.5689195513855503,9.597738366039619e-7
LOC_Os01g08320,1.1751867587372222,0.04610629764284115
LOC_Os01g08410,-0.8602424748001889,0.0010561541014262605
LOC_Os01g08440,-0.9677641622288469,0.02133039574213147
LOC_Os01g08460,-0.9636552303452995,0.007861028521737793
LOC_Os01g08520,-2.7103796393576824,0.045475717456600846
LOC_Os01g08540,1.1738456177442678,0.02171299712920489
LOC_Os01g08630,-4.689421556458933,0.012767840104195368
LOC_Os01g08770,-1.131875155529271,0.03648012063208132
LOC_Os01g08780,-1.7770317173454977,0.017837480105885678
LOC_Os01g08850,-1.2237222350326384,0.04231877603121381
LOC_Os01g08890,-2.4224237273193125,6.638081175153845e-19
LOC_Os01g08930,-0.7611666621990465,0.019758881008858715
LOC_Os01g09010,-0.7666127094090107,0.03002724857099681
LOC_Os01g09020,-0.6882533838453655,0.028160568082348608
LOC_Os01g09120,-0.7500413901754335,0.02539369235608314
LOC_Os01g09220,-5.369528284753158,4.890776448164798e-5
LOC_Os01g09305,1.3355119535523903,0.012209209358921091
LOC_Os01g09310,1.1143264144907967,0.018057329193776936
LOC_Os01g09420,0.8268763938462768,0.04012240240304088
LOC_Os01g09510,-2.01323875572868,1.7957965071856635e-9
LOC_Os01g09620,1.416716611990235,0.04226988305011263
LOC_Os01g09640,1.8822011380661794,9.374629605033851e-13
LOC_Os01g09750,-1.7313834105937123,1.2491110176903166e-4
