,log2FC,padj
LOC_Os10g38580,1.906037038,1.93733E-23
LOC_Os07g10190,1.90560763,4.04432E-05
LOC_Os06g02780,1.905410149,1.85357E-23
LOC_Os06g03720,1.900464326,4.04432E-05
LOC_Os10g39420,1.899888515,1.14692E-12
LOC_Os08g43400,1.899776626,1.71193E-68
LOC_Os05g10670,1.897985042,4.89716E-19
LOC_Os09g26210,1.895302621,1.48114E-05
LOC_Os01g02870,1.892755777,1.38144E-66
LOC_Os03g05710,1.891147859,0.000110948
LOC_Os04g32030,1.888401224,3.39856E-18
LOC_Os02g51280,1.885007478,8.71784E-06
LOC_Os06g38960,1.883590508,9.7255E-08
LOC_Os03g44420,1.880627911,7.0315E-07
LOC_Os12g41600,1.879145605,1.89642E-06
LOC_Os07g43990,1.877474108,2.5934E-16
LOC_Os06g15390,1.876447445,3.2151E-06
LOC_Os06g17390,1.869801277,2.64206E-19
LOC_Os04g40630,1.859518776,4.75816E-15
LOC_Os10g29390,1.857582955,1.38998E-05
LOC_Os07g24190,1.848176805,1.8867E-238
LOC_Os08g03310,1.847296739,2.03218E-20
LOC_Os07g42626,1.83432197,0.000008144
LOC_Os01g01520,1.830813895,5.95102E-10
LOC_Os04g45750,1.819607183,6.10548E-13
LOC_Os04g02620,1.818490105,1.29392E-29
LOC_Os03g13030,1.807354922,3.87802E-07
LOC_Os01g14070,1.798845514,1.13849E-20
LOC_Os11g03230,1.797159155,1.1994E-08
LOC_Os03g18300,1.795180208,0.000163667
LOC_Os04g33350,1.790904401,5.99866E-05
LOC_Os09g07460,1.789955374,7.3407E-11
LOC_Os01g66200,1.788748136,1.70233E-22
LOC_Os01g39290,1.785227859,7.8051E-19
LOC_Os11g18570,1.78006323,4.51502E-28
LOC_Os03g43410,1.772254344,2.29782E-09
LOC_Os01g57770,1.771266052,4.65612E-08
LOC_Os12g38720,1.76397483,5.5323E-163
LOC_Os03g02840,1.761119456,7.62364E-12
