,log2FC,padj
LOC_Os02g09650,1.24544,0.00005
LOC_Os02g09810,1.71048,0.00005
LOC_Os02g09940,–1.39996,0.00005
LOC_Os02g10220,–1.04364,0.00005
LOC_Os02g10700,1.31281,0.00005
LOC_Os02g11020,–1.28052,0.00005
LOC_Os02g11040,–1.23659,0.00005
LOC_Os02g11070,5.80065,0.00005
LOC_Os02g12680,2.97907,0.00005
LOC_Os02g12730,–1.44204,0.00005
LOC_Os02g13060,1.66449,0.00005
LOC_Os02g13300,1.8146,0.00005
LOC_Os02g13310,–2.08451,0.00005
LOC_Os02g13580,–1.10403,0.00005
LOC_Os02g13800,3.70298,0.00005
LOC_Os02g13870,–1.04838,0.00005
LOC_Os02g13960,1.05456,0.00005
LOC_Os02g14190,–1.03957,0.00005
LOC_Os02g14980,1.84651,0.00005
LOC_Os02g15690,–1.21447,0.00005
LOC_Os02g15760,–2.738,0.00005
LOC_Os02g15810,–1.10426,0.00005
LOC_Os02g15820,–1.05314,0.00005
LOC_Os02g15930,3.09947,0.00005
LOC_Os02g16000,1.21308,0.00005
LOC_Os02g16040,1.01749,0.00005
LOC_Os02g16620,1.24279,0.00005
LOC_Os02g16909,2.87996,0.00005
LOC_Os02g17320,1.41854,0.00005
LOC_Os02g17500,1.38917,0.00005
LOC_Os02g18410,–1.33501,0.00005
LOC_Os02g19410,2.29091,0.0001
LOC_Os02g19820,2.38409,0.00005
LOC_Os02g19850,–1.83968,0.00005
LOC_Os02g20360,3.26047,0.0001
LOC_Os02g20970,3.85595,0.00005
LOC_Os02g21090,–1.9944,0.00005
LOC_Os02g22020,1.34946,0.00005
LOC_Os02g22820,1.26124,0.00005
LOC_Os02g23890,1.28778,0.00005
LOC_Os02g24700,–1.76689,0.00005
LOC_Os02g25230,–1.02049,0.00005
LOC_Os02g26140,–1.09496,0.00005
LOC_Os02g26210,1.11136,0.00005
LOC_Os02g26470,5.77053,0.00005
LOC_Os02g26700,1.71363,0.00005
LOC_Os02g27480,1.19246,0.00005
LOC_Os02g28334,1.29404,0.00005
LOC_Os02g28470,–1.32924,0.00005
LOC_Os02g28720,2.62322,0.00005
LOC_Os02g28980,1.28317,0.00005
LOC_Os02g29140,1.08815,0.00005
LOC_Os02g29400,–1.01595,0.00005
LOC_Os02g30230,1.09983,0.00005
LOC_Os02g30240,–1.59863,0.00005
LOC_Os02g30280,–1.46044,0.00005
LOC_Os02g30470,1.92723,0.00005
LOC_Os02g30600,1.21002,0.00005
LOC_Os02g30910,3.09177,0.00005
LOC_Os02g31030,1.31189,0.0001
LOC_Os02g31140,–1.99089,0.00005
LOC_Os02g32110,1.02224,0.00005
LOC_Os02g32250,1.20831,0.00005
LOC_Os02g32520,2.09854,0.00005
LOC_Os02g32550,–2.03791,0.00005
LOC_Os02g32590,1.82112,0.00005
LOC_Os02g32610,1.39843,0.00005
LOC_Os02g32840,2.76836,0.00005
LOC_Os02g32860,1.07897,0.00005
LOC_Os02g32900,–2.55397,0.00005
LOC_Os02g32980,2.2867,0.00005
LOC_Os02g33110,1.50297,0.00005
LOC_Os02g33380,3.70106,0.00005
LOC_Os02g33420,2.31871,0.00005
LOC_Os02g33460,–1.48032,0.00005
LOC_Os02g33680,1.80247,0.00005
LOC_Os02g34410,1.59556,0.00005
LOC_Os02g34970,–1.83634,0.00005
LOC_Os02g35060,–1.11948,0.00005
LOC_Os02g35180,–1.53594,0.00005
LOC_Os02g35190,1.21694,0.00005
LOC_Os02g35220,1.06475,0.00005
LOC_Os02g35940,–1.60976,0.00005
LOC_Os02g36340,1.66778,0.00005
LOC_Os02g36350,1.78163,0.00005
LOC_Os02g36570,1.23476,0.00005
LOC_Os02g37834,4.40951,0.00005
LOC_Os02g37930,1.42783,0.00005
LOC_Os02g38029,–1.21843,0.00005
LOC_Os02g38820,1.48266,0.00005
LOC_Os02g38840,1.58685,0.00005
LOC_Os02g38920,1.45165,0.00005
LOC_Os02g38980,1.00885,0.00005
LOC_Os02g39010,1.63115,0.00005
LOC_Os02g39360,–1.49123,0.00005
LOC_Os02g39730,1.21221,0.00005
LOC_Os02g39790,1.69361,0.00005
LOC_Os02g39850,2.09013,0.00005
LOC_Os02g39870,1.01412,0.0001
LOC_Os02g39970,2.41029,0.00005
LOC_Os02g40040,1.46964,0.00005
LOC_Os02g40440,–1.43262,0.00005
LOC_Os02g40530,3.02033,0.00005
LOC_Os02g40700,3.8318,0.00005
LOC_Os02g40820,2.0789,0.00005
LOC_Os02g40900,3.05113,0.00005
LOC_Os02g41460,1.5655,0.00005
LOC_Os02g41650,2.59229,0.00005
LOC_Os02g41670,4.07928,0.00005
LOC_Os02g41680,3.17602,0.00005
LOC_Os02g41840,6.92579,0.00005
LOC_Os02g41860,2.19579,0.00005
LOC_Os02g41904,1.1292,0.00005
LOC_Os02g41954,4.36765,0.00005
LOC_Os02g42060,–2.27377,0.00015
LOC_Os02g42210,–1.29328,0.00005
LOC_Os02g42350,1.183,0.00005
LOC_Os02g42380,–1.27903,0.00005
LOC_Os02g42585,8.20177,0.00005
LOC_Os02g42740,1.86906,0.00005
LOC_Os02g42850,1.10541,0.00005
LOC_Os02g43010,1.91225,0.00005
LOC_Os02g43300,–1.62469,0.00005
LOC_Os02g43500,1.32085,0.00005
LOC_Os02g43540,1.59065,0.00005
LOC_Os02g43590,1.75206,0.00005
LOC_Os02g43620,1.71744,0.00005
LOC_Os02g43700,1.16216,0.00005
LOC_Os02g43770,2.6722,0.00015
LOC_Os02g43790,3.41533,0.00005
LOC_Os02g43850,1.16367,0.00005
LOC_Os02g43970,1.46935,0.0001
LOC_Os02g44040,4.83336,0.00005
LOC_Os02g44090,3.9871,0.00005
LOC_Os02g44108,4.69304,0.00005
LOC_Os02g44155,1.26927,0.00005
LOC_Os02g44220,1.24131,0.00005
LOC_Os02g44230,2.15472,0.00005
LOC_Os02g44320,–1.22048,0.00005
LOC_Os02g44654,–1.48514,0.00005
LOC_Os02g44710,–2.01744,0.00005
LOC_Os02g44820,3.8778,0.00005
LOC_Os02g44870,4.17923,0.00005
LOC_Os02g44880,2.50931,0.00005
LOC_Os02g44900,–1.15581,0.00005
LOC_Os02g44970,–1.71906,0.00005
LOC_Os02g44980,1.04736,0.00005
LOC_Os02g44990,4.8222,0.00005
LOC_Os02g45010,–1.82159,0.00005
LOC_Os02g45054,–1.628,0.00005
LOC_Os02g45250,–1.27988,0.00005
LOC_Os02g45320,1.05884,0.0001
LOC_Os02g45380,2.31151,0.00005
LOC_Os02g45570,–1.1265,0.00005
LOC_Os02g45850,–2.35616,0.00005
LOC_Os02g45930,3.44727,0.00005
LOC_Os02g46030,4.56308,0.00005
LOC_Os02g46100,3.37009,0.00005
LOC_Os02g46120,1.2576,0.00005
LOC_Os02g46210,1.24349,0.00005
LOC_Os02g46220,–1.0712,0.00005
LOC_Os02g46380,1.29084,0.00005
LOC_Os02g46460,2.7547,0.00005
LOC_Os02g46473,1.98437,0.00005
LOC_Os02g46560,–2.91124,0.00005
LOC_Os02g46610,1.3356,0.00005
LOC_Os02g46640,1.80071,0.00005
LOC_Os02g46650,–1.00947,0.00005
LOC_Os02g46690,2.71617,0.00005
LOC_Os02g46780,2.73785,0.00005
LOC_Os02g46910,–1.56113,0.00005
LOC_Os02g46940,–2.44198,0.00005
LOC_Os02g47010,1.05433,0.00005
LOC_Os02g47060,–1.42871,0.00005
LOC_Os02g47470,2.50508,0.00005
LOC_Os02g47560,1.7842,0.00005
LOC_Os02g47660,1.8401,0.00005
LOC_Os02g47670,1.46972,0.00005
LOC_Os02g47800,1.13833,0.00005
LOC_Os02g47830,–1.11445,0.00005
