targets
LOC_Os01g02610
LOC_Os01g04950
LOC_Os01g05560
LOC_Os01g06090
LOC_Os01g06600
LOC_Os01g08020
LOC_Os01g08760
LOC_Os01g09384
LOC_Os01g09500
LOC_Os01g09950
LOC_Os01g10110
LOC_Os01g11210
LOC_Os01g14520
LOC_Os01g18730
LOC_Os01g19548
LOC_Os01g20980
LOC_Os01g22249
LOC_Os01g24720
LOC_Os01g25660
LOC_Os01g27240
LOC_Os01g27260
LOC_Os01g29240
LOC_Os01g31470
LOC_Os01g31629
LOC_Os01g31830
LOC_Os01g31950
LOC_Os01g32090
LOC_Os01g32350
LOC_Os01g33615
LOC_Os01g33684
LOC_Os01g34260
LOC_Os01g34350
LOC_Os01g36470
LOC_Os01g37920
LOC_Os01g37990
LOC_Os01g38780
LOC_Os01g38900
LOC_Os01g39480
LOC_Os01g39580
LOC_Os01g40520
LOC_Os01g42780
LOC_Os01g43280
LOC_Os01g43700
LOC_Os01g43774
LOC_Os01g43940
LOC_Os01g44020
LOC_Os01g44330
LOC_Os01g47780
LOC_Os01g47900
LOC_Os01g48220
LOC_Os01g51400
LOC_Os01g51570
LOC_Os01g51640
LOC_Os01g51730
LOC_Os01g53100
LOC_Os01g53420
LOC_Os01g54170
LOC_Os01g54300
LOC_Os01g56070
LOC_Os01g57294
LOC_Os01g57530
LOC_Os01g57700
LOC_Os01g58410
LOC_Os01g58970
LOC_Os01g58990
LOC_Os01g59780
LOC_Os01g62350
LOC_Os01g63160
LOC_Os01g65740
LOC_Os01g65780
LOC_Os01g66760
LOC_Os01g70890
LOC_Os01g71410
LOC_Os01g74280
LOC_Os01g74430
LOC_Os02g01250
LOC_Os02g06030
LOC_Os02g06960
LOC_Os02g08100
LOC_Os02g09100
LOC_Os02g09540
LOC_Os02g11720
LOC_Os02g14470
LOC_Os02g16560
LOC_Os02g16600
LOC_Os02g17090
LOC_Os02g17480
LOC_Os02g18770
LOC_Os02g20040
LOC_Os02g20340
LOC_Os02g21830
LOC_Os02g22800
LOC_Os02g26014
LOC_Os02g26600
LOC_Os02g26670
LOC_Os02g28110
LOC_Os02g28220
LOC_Os02g28530
LOC_Os02g28590
LOC_Os02g28720
LOC_Os02g29020
LOC_Os02g29340
LOC_Os02g30114
LOC_Os02g30540
LOC_Os02g30730
LOC_Os02g31940
LOC_Os02g32370
LOC_Os02g34150
LOC_Os02g34280
LOC_Os02g37330
LOC_Os02g37440
LOC_Os02g38598
LOC_Os02g38795
LOC_Os02g40540
LOC_Os02g40710
LOC_Os02g42940
LOC_Os02g43770
LOC_Os02g45560
LOC_Os02g45700
LOC_Os02g46030
LOC_Os02g47450
LOC_Os02g47530
LOC_Os02g48160
LOC_Os02g51110
LOC_Os02g51320
LOC_Os02g51570
LOC_Os02g55130
LOC_Os02g56050
LOC_Os02g57310
LOC_Os03g01008
LOC_Os03g01330
LOC_Os03g02920
LOC_Os03g04169
LOC_Os03g06240
LOC_Os03g09880
LOC_Os03g13690
LOC_Os03g13770
LOC_Os03g14070
LOC_Os03g14190
LOC_Os03g15460
LOC_Os03g16170
LOC_Os03g16709
LOC_Os03g21980
LOC_Os03g22830
LOC_Os03g24500
LOC_Os03g24950
LOC_Os03g25300
LOC_Os03g26791
LOC_Os03g30084
LOC_Os03g31254
LOC_Os03g31480
LOC_Os03g31880
LOC_Os03g32050
LOC_Os03g35470
LOC_Os03g35810
LOC_Os03g36960
LOC_Os03g39910
LOC_Os03g40120
LOC_Os03g40470
LOC_Os03g41690
LOC_Os03g42010
LOC_Os03g42120
LOC_Os03g42130
LOC_Os03g43460
LOC_Os03g44100
LOC_Os03g44340
LOC_Os03g47749
LOC_Os03g48770
LOC_Os03g49640
LOC_Os03g53310
LOC_Os03g54930
LOC_Os03g55540
LOC_Os03g55720
LOC_Os03g55820
LOC_Os03g56020
LOC_Os03g56480
LOC_Os03g56590
LOC_Os03g57145
LOC_Os03g57569
LOC_Os03g58670
LOC_Os03g61900
LOC_Os03g62790
LOC_Os03g64070
LOC_Os04g02450
LOC_Os04g02780
LOC_Os04g03830
LOC_Os04g04140
LOC_Os04g05560
LOC_Os04g05770
LOC_Os04g07190
LOC_Os04g07540
LOC_Os04g11050
LOC_Os04g11730
LOC_Os04g12499
LOC_Os04g12550
LOC_Os04g12639
LOC_Os04g12669
LOC_Os04g12950
LOC_Os04g13090
LOC_Os04g16450
LOC_Os04g19684
LOC_Os04g19870
LOC_Os04g20990
LOC_Os04g21160
LOC_Os04g21570
LOC_Os04g21660
LOC_Os04g22470
LOC_Os04g23720
LOC_Os04g24610
LOC_Os04g24930
LOC_Os04g25160
LOC_Os04g25720
LOC_Os04g26050
LOC_Os04g26470
LOC_Os04g26790
LOC_Os04g26890
LOC_Os04g28280
LOC_Os04g30110
LOC_Os04g30370
LOC_Os04g30570
LOC_Os04g30890
LOC_Os04g31580
LOC_Os04g32010
LOC_Os04g33140
LOC_Os04g37860
LOC_Os04g37980
LOC_Os04g38900
LOC_Os04g39340
LOC_Os04g39980
LOC_Os04g40130
LOC_Os04g40830
LOC_Os04g42760
LOC_Os04g43580
LOC_Os04g46079
LOC_Os04g46240
LOC_Os04g46260
LOC_Os04g46300
LOC_Os04g47059
LOC_Os04g48000
LOC_Os04g48730
LOC_Os04g51520
LOC_Os04g51950
LOC_Os04g53080
LOC_Os04g53140
LOC_Os04g55810
LOC_Os04g55899
LOC_Os04g56280
LOC_Os04g59210
LOC_Os05g04020
LOC_Os05g04520
LOC_Os05g05120
LOC_Os05g05640
LOC_Os05g07180
LOC_Os05g07620
LOC_Os05g08010
LOC_Os05g09000
LOC_Os05g10210
LOC_Os05g10414
LOC_Os05g11064
LOC_Os05g12450
LOC_Os05g13980
LOC_Os05g14220
LOC_Os05g16315
LOC_Os05g16440
LOC_Os05g17390
LOC_Os05g18120
LOC_Os05g18604
LOC_Os05g18700
LOC_Os05g18960
LOC_Os05g20420
LOC_Os05g22990
LOC_Os05g25120
LOC_Os05g25370
LOC_Os05g25660
LOC_Os05g26359
LOC_Os05g26630
LOC_Os05g27050
LOC_Os05g28880
LOC_Os05g30390
LOC_Os05g31830
LOC_Os05g32870
LOC_Os05g32900
LOC_Os05g33170
LOC_Os05g35650
LOC_Os05g36360
LOC_Os05g37360
LOC_Os05g37860
LOC_Os05g38520
LOC_Os05g39310
LOC_Os05g44750
LOC_Os05g44780
LOC_Os05g47810
LOC_Os05g49030
LOC_Os05g49120
LOC_Os05g49620
LOC_Os05g49820
LOC_Os05g50654
LOC_Os05g51270
LOC_Os05g51610
LOC_Os06g02040
LOC_Os06g02850
LOC_Os06g03330
LOC_Os06g05160
LOC_Os06g05830
LOC_Os06g07100
LOC_Os06g07260
LOC_Os06g07270
LOC_Os06g08610
LOC_Os06g10070
LOC_Os06g10355
LOC_Os06g11840
LOC_Os06g14190
LOC_Os06g14240
LOC_Os06g14420
LOC_Os06g15080
LOC_Os06g16210
LOC_Os06g16790
LOC_Os06g17050
LOC_Os06g17120
LOC_Os06g17140
LOC_Os06g18670
LOC_Os06g18790
LOC_Os06g19130
LOC_Os06g19360
LOC_Os06g20380
LOC_Os06g20630
LOC_Os06g21590
LOC_Os06g21600
LOC_Os06g21630
LOC_Os06g22980
LOC_Os06g23220
LOC_Os06g23600
LOC_Os06g23640
LOC_Os06g23850
LOC_Os06g24990
LOC_Os06g28770
LOC_Os06g29400
LOC_Os06g30179
LOC_Os06g30550
LOC_Os06g30620
LOC_Os06g30830
LOC_Os06g32750
LOC_Os06g33530
LOC_Os06g34070
LOC_Os06g34770
LOC_Os06g34810
LOC_Os06g35500
LOC_Os06g35560
LOC_Os06g37130
LOC_Os06g37770
LOC_Os06g37980
LOC_Os06g38294
LOC_Os06g38600
LOC_Os06g39880
LOC_Os06g40390
LOC_Os06g40560
LOC_Os06g41090
LOC_Os06g41880
LOC_Os06g41890
LOC_Os06g42180
LOC_Os06g42930
LOC_Os06g44460
LOC_Os06g44680
LOC_Os06g45770
LOC_Os06g46820
LOC_Os06g47060
LOC_Os06g47390
LOC_Os06g47430
LOC_Os06g47440
LOC_Os06g48150
LOC_Os06g48190
LOC_Os06g48350
LOC_Os06g50600
LOC_Os06g50770
LOC_Os06g50940
LOC_Os07g01160
LOC_Os07g02300
LOC_Os07g03467
LOC_Os07g03700
LOC_Os07g03740
LOC_Os07g04730
LOC_Os07g05220
LOC_Os07g05510
LOC_Os07g05590
LOC_Os07g06345
LOC_Os07g07410
LOC_Os07g09060
LOC_Os07g09910
LOC_Os07g10190
LOC_Os07g10200
LOC_Os07g10790
LOC_Os07g11530
LOC_Os07g12730
LOC_Os07g16210
LOC_Os07g16800
LOC_Os07g16820
LOC_Os07g20310
LOC_Os07g22850
LOC_Os07g22930
LOC_Os07g23390
LOC_Os07g26130
LOC_Os07g26974
LOC_Os07g29190
LOC_Os07g29240
LOC_Os07g29630
LOC_Os07g30450
LOC_Os07g30870
LOC_Os07g31030
LOC_Os07g31710
LOC_Os07g31884
LOC_Os07g32210
LOC_Os07g34190
LOC_Os07g34250
LOC_Os07g34750
LOC_Os07g35150
LOC_Os07g35220
LOC_Os07g35920
LOC_Os07g35920
LOC_Os07g35940
LOC_Os07g35990
LOC_Os07g36020
LOC_Os07g37620
LOC_Os07g40320
LOC_Os07g40890
LOC_Os07g41120
LOC_Os07g41439
LOC_Os07g42104
LOC_Os07g42700
LOC_Os07g42714
LOC_Os07g44280
LOC_Os07g46100
LOC_Os07g46460
LOC_Os08g01460
LOC_Os08g03050
LOC_Os08g03825
LOC_Os08g04210
LOC_Os08g04710
LOC_Os08g05280
LOC_Os08g06500
LOC_Os08g06560
LOC_Os08g07450
LOC_Os08g07860
LOC_Os08g09480
LOC_Os08g10410
LOC_Os08g13230
LOC_Os08g13280
LOC_Os08g14710
LOC_Os08g14780
LOC_Os08g15780
LOC_Os08g16450
LOC_Os08g18000
LOC_Os08g20730
LOC_Os08g23470
LOC_Os08g23849
LOC_Os08g24960
LOC_Os08g26270
LOC_Os08g27060
LOC_Os08g27080
LOC_Os08g27490
LOC_Os08g32110
LOC_Os08g32720
LOC_Os08g32820
LOC_Os08g33440
LOC_Os08g33790
LOC_Os08g34610
LOC_Os08g34660
LOC_Os08g34780
LOC_Os08g35430
LOC_Os08g35840
LOC_Os08g35860
LOC_Os08g36150
LOC_Os08g37960
LOC_Os08g38730
LOC_Os08g38950
LOC_Os08g39890
LOC_Os08g40410
LOC_Os08g40790
LOC_Os08g42150
LOC_Os08g43690
LOC_Os08g43700
LOC_Os08g44670
LOC_Os08g45240
LOC_Os09g02690
LOC_Os09g02729
LOC_Os09g02850
LOC_Os09g03510
LOC_Os09g08620
LOC_Os09g08730
LOC_Os09g10180
LOC_Os09g10910
LOC_Os09g12240
LOC_Os09g12570
LOC_Os09g13080
LOC_Os09g13250
LOC_Os09g14170
LOC_Os09g15430
LOC_Os09g17890
LOC_Os09g18460
LOC_Os09g20110
LOC_Os09g20370
LOC_Os09g21880
LOC_Os09g23894
LOC_Os09g23899
LOC_Os09g24730
LOC_Os09g25540
LOC_Os09g25720
LOC_Os09g27540
LOC_Os09g27750
LOC_Os09g27880
LOC_Os09g28170
LOC_Os09g28320
LOC_Os09g32770
LOC_Os09g37790
LOC_Os09g38880
LOC_Os10g02840
LOC_Os10g03450
LOC_Os10g03780
LOC_Os10g04500
LOC_Os10g04840
LOC_Os10g05180
LOC_Os10g05510
LOC_Os10g05780
LOC_Os10g07970
LOC_Os10g09590
LOC_Os10g10190
LOC_Os10g10320
LOC_Os10g10480
LOC_Os10g11370
LOC_Os10g12090
LOC_Os10g12390
LOC_Os10g16960
LOC_Os10g17489
LOC_Os10g17880
LOC_Os10g17960
LOC_Os10g18410
LOC_Os10g18530
LOC_Os10g19314
LOC_Os10g20060
LOC_Os10g20390
LOC_Os10g20700
LOC_Os10g21720
LOC_Os10g22520
LOC_Os10g23280
LOC_Os10g23980
LOC_Os10g25170
LOC_Os10g25349
LOC_Os10g28110
LOC_Os10g29410
LOC_Os10g29880
LOC_Os10g31620
LOC_Os10g31710
LOC_Os10g32160
LOC_Os10g32444
LOC_Os10g34240
LOC_Os10g36110
LOC_Os10g37100
LOC_Os10g37459
LOC_Os10g38100
LOC_Os10g39330
LOC_Os10g39400
LOC_Os10g40300
LOC_Os10g40720
LOC_Os10g40920
LOC_Os10g41480
LOC_Os10g42390
LOC_Os11g01010
LOC_Os11g01050
LOC_Os11g02250
LOC_Os11g03360
LOC_Os11g04380
LOC_Os11g04580
LOC_Os11g04690
LOC_Os11g05940
LOC_Os11g07225
LOC_Os11g07330
LOC_Os11g08480
LOC_Os11g08780
LOC_Os11g10800
LOC_Os11g11630
LOC_Os11g12260
LOC_Os11g12420
LOC_Os11g13620
LOC_Os11g13720
LOC_Os11g13770
LOC_Os11g14544
LOC_Os11g16600
LOC_Os11g17560
LOC_Os11g19030
LOC_Os11g19710
LOC_Os11g20280
LOC_Os11g20580
LOC_Os11g21930
LOC_Os11g22890
LOC_Os11g24374
LOC_Os11g27020
LOC_Os11g27329
LOC_Os11g30450
LOC_Os11g31280
LOC_Os11g31360
LOC_Os11g31770
LOC_Os11g33450
LOC_Os11g33970
LOC_Os11g34230
LOC_Os11g34770
LOC_Os11g35120
LOC_Os11g35750
LOC_Os11g36980
LOC_Os11g37580
LOC_Os11g38340
LOC_Os11g38520
LOC_Os11g39850
LOC_Os11g41350
LOC_Os11g42120
LOC_Os11g43070
LOC_Os11g43980
LOC_Os11g44880
LOC_Os11g45110
LOC_Os11g45510
LOC_Os11g45620
LOC_Os11g45960
LOC_Os11g47240
LOC_Os11g47860
LOC_Os11g47960
LOC_Os12g04150
LOC_Os12g04410
LOC_Os12g04610
LOC_Os12g07110
LOC_Os12g07370
LOC_Os12g07740
LOC_Os12g11550
LOC_Os12g12140
LOC_Os12g12550
LOC_Os12g12830
LOC_Os12g13174
LOC_Os12g13680
LOC_Os12g14730
LOC_Os12g15370
LOC_Os12g17250
LOC_Os12g18070
LOC_Os12g18729
LOC_Os12g19030
LOC_Os12g19910
LOC_Os12g23300
LOC_Os12g23780
LOC_Os12g23970
LOC_Os12g24980
LOC_Os12g25130
LOC_Os12g25660
LOC_Os12g26220
LOC_Os12g27254
LOC_Os12g28550
LOC_Os12g29300
LOC_Os12g29605
LOC_Os12g29610
LOC_Os12g29710
LOC_Os12g31420
LOC_Os12g31560
LOC_Os12g31680
LOC_Os12g31710
LOC_Os12g34820
LOC_Os12g35270
LOC_Os12g35710
LOC_Os12g35980
LOC_Os12g36980
LOC_Os12g40790
LOC_Os12g40830
LOC_Os12g42260
LOC_Os12g43430
LOC_Os12g43670
