,log2FC,padj
LOC_Os04g17100,2.08969213,5.00E-05
LOC_Os06g16350,2.088079532,0.0001
LOC_Os01g43590,2.086329015,5.00E-05
LOC_Os05g06720,2.084537142,5.00E-05
LOC_Os02g41630,2.08242329,5.00E-05
LOC_Os07g43950,2.08116652,5.00E-05
LOC_Os09g10600,2.080222982,5.00E-05
LOC_Os01g60600,2.07870774,5.00E-05
LOC_Os08g44770,2.078544664,5.00E-05
LOC_Os09g25150,2.074766442,5.00E-05
LOC_Os04g32800,2.07401046,5.00E-05
LOC_Os01g12820,2.072225063,5.00E-05
LOC_Os01g60910,2.070105459,5.00E-05
LOC_Os11g03300,2.058962624,5.00E-05
LOC_Os03g14250,2.056376901,5.00E-05
LOC_Os03g55120,2.05454614,0.0107
LOC_Os08g43400,2.053162441,5.00E-05
LOC_Os05g33130,2.052645834,0.00015
LOC_Os03g09930,2.050028486,5.00E-05
LOC_Os03g19090,2.049530314,0.00085
LOC_Os10g33190,2.049017718,5.00E-05
LOC_Os11g30810,2.047114151,5.00E-05
LOC_Os08g32980,2.047097148,5.00E-05
LOC_Os08g14940,2.045309778,5.00E-05
LOC_Os02g28170,2.044150908,5.00E-05
LOC_Os06g13390,2.038275841,5.00E-05
LOC_Os05g37450,2.036639856,5.00E-05
LOC_Os06g12460,2.034573701,5.00E-05
LOC_Os01g15320,2.029742967,5.00E-05
LOC_Os12g13890,2.022216077,5.00E-05
LOC_Os01g21420,2.02218146,5.00E-05
LOC_Os01g15340,2.021658594,0.01195
LOC_Os12g40780,2.017162599,5.00E-05
LOC_Os01g64730,2.014498058,5.00E-05
LOC_Os01g28500,2.01357222,5.00E-05
LOC_Os01g51540,2.012354396,5.00E-05
LOC_Os02g48770,2.012278018,5.00E-05
LOC_Os10g11140,2.009372174,5.00E-05
LOC_Os06g11310,2.007182682,5.00E-05
LOC_Os06g46900,2.00551733,5.00E-05
LOC_Os06g46284,2.004546025,5.00E-05
LOC_Os09g22000,2.004431184,5.00E-05
LOC_Os12g02440,2.004360364,5.00E-05
LOC_Os04g45810,2.000446524,5.00E-05
LOC_Os01g62760,1.999565543,5.00E-05
LOC_Os08g04350,1.999439434,0.01135
LOC_Os01g19270,1.999039411,0.0002
LOC_Os09g09944,1.998665538,5.00E-05
LOC_Os09g26210,1.997328128,5.00E-05
LOC_Os02g40010,1.997177434,0.00635
LOC_Os07g47700,1.995623836,5.00E-05
LOC_Os01g14670,1.99557735,5.00E-05
LOC_Os10g04450,1.991300372,0.0001
LOC_Os10g32810,1.991192201,5.00E-05
LOC_Os01g53980,1.98894472,0.0149
LOC_Os07g07040,1.983414948,5.00E-05
LOC_Os03g48010,1.982308733,5.00E-05
