,log2FC,padj
LOC_Os03g02670,-1.782110078,0.041555051
LOC_Os08g43400,-1.789371283,0.039121646
LOC_Os05g04380,-1.794721379,0.038823896
LOC_Os04g44850,-1.805896203,0.042733616
LOC_Os01g03980,-1.810773515,0.044223649
LOC_Os02g46260,-1.813109168,0.036227564
LOC_Os09g26370,-1.82355232,0.036395589
LOC_Os01g72620,-1.828133087,0.04987958
LOC_Os07g32620,-1.833551408,0.047581058
LOC_Os10g40730,-1.836600601,0.046224241
LOC_Os10g21190,-1.838051919,0.032336784
LOC_Os08g34700,-1.840157933,0.048872231
LOC_Os03g18890,-1.8451744,0.03348519
LOC_Os06g33720,-1.84678975,0.039488462
LOC_Os08g35420,-1.857786257,0.031048189
LOC_Os03g54160,-1.862474827,0.04069383
LOC_Os02g47470,-1.864260376,0.032567052
LOC_Os06g01250,-1.865273545,0.03046698
LOC_Os08g19670,-1.865549352,0.045520058
LOC_Os05g02820,-1.882460955,0.048474468
LOC_Os06g34830,-1.883030181,0.035481249
LOC_Os01g37470,-1.889381687,0.04357416
LOC_Os06g10750,-1.892788304,0.030076967
LOC_Os10g21192,-1.899936294,0.027638022
LOC_Os01g53240,-1.902658746,0.033344505
LOC_Os09g34180,-1.905109098,0.03890396
LOC_Os01g23710,-1.905480765,0.030987925
LOC_Os10g41330,-1.908358012,0.032255942
LOC_Os04g16770,-1.912438123,0.026538183
LOC_Os02g48570,-1.918473743,0.032254779
LOC_Os07g46490,-1.919792421,0.038760215
LOC_Os05g39990,-1.920532594,0.040604915
LOC_Os12g23570,-1.931840684,0.035559321
LOC_Os01g74410,-1.933559093,0.031169319
LOC_Os10g40720,-1.93675502,0.030304213
LOC_Os06g34120,-1.964893848,0.025601423
LOC_Os06g03800,-1.971311131,0.026637011
LOC_Os03g53860,-1.972327064,0.022851005
LOC_Os01g54670,-1.974796909,0.039161722
LOC_Os08g43270,-1.980235338,0.025716427
LOC_Os07g46980,-1.988237191,0.043682014
LOC_Os09g34320,-1.992758474,0.028268062
LOC_Os01g65210,-1.993627129,0.026221117
LOC_Os09g07350,-1.997966464,0.025487667
LOC_Os04g45750,-1.9979916,0.033712064
LOC_Os08g14020,-2.000148233,0.044849939
LOC_Os06g18790,-2.00194238,0.026908356
LOC_Os10g39880,-2.00950417,0.020791284
LOC_Os12g28177,-2.013081156,0.03679012
LOC_Os11g42550,-2.020128655,0.035521524
LOC_Os05g37930,-2.020520748,0.021689304
LOC_Os07g27300,-2.025622116,0.022116978
LOC_Os06g38120,-2.03177683,0.020466173
LOC_Os03g40930,-2.05125538,0.032316502
LOC_Os01g44110,-2.059253911,0.027530099
LOC_Os03g02580,-2.06740012,0.042613565
LOC_Os01g09880,-2.073449146,0.031048896
LOC_Os06g18780,-2.077242277,0.047571201
LOC_Os05g31140,-2.080970421,0.018133948
LOC_Os12g40390,-2.081457036,0.038287949
LOC_Os04g34170,-2.09016485,0.024288274
LOC_Os05g05550,-2.094590231,0.04226773
LOC_Os03g02920,-2.101887491,0.019419265
LOC_Os06g07790,-2.111054876,0.023509308
LOC_Os01g68050,-2.112610234,0.03039573
LOC_Os07g31500,-2.11359732,0.046377407
LOC_Os10g40520,-2.119829166,0.02401907
LOC_Os07g07340,-2.129372994,0.017958475
LOC_Os04g05050,-2.133162104,0.046377407
LOC_Os12g31540,-2.140049215,0.023509308
LOC_Os01g46400,-2.156446529,0.026168335
LOC_Os03g03600,-2.159255859,0.016525779
LOC_Os06g18670,-2.174143984,0.012400213
LOC_Os08g10080,-2.181573758,0.013564232
LOC_Os04g34290,-2.182022531,0.017233114
LOC_Os03g51240,-2.188413507,0.048450223
LOC_Os06g01966,-2.191432092,0.014946572
LOC_Os05g06780,-2.195759078,0.013066558
LOC_Os12g02310,-2.196622878,0.012678219
LOC_Os08g36250,-2.198353227,0.020001139
LOC_Os10g08474,-2.202711619,0.019105936
LOC_Os08g39550,-2.203062338,0.016999207
LOC_Os07g32020,-2.208986938,0.019902689
LOC_Os04g59330,-2.209384402,0.012666879
LOC_Os03g11650,-2.218321659,0.012173888
LOC_Os08g38170,-2.219385496,0.019902689
LOC_Os06g16380,-2.221815107,0.013814027
LOC_Os09g17560,-2.235290482,0.018101124
LOC_Os01g19220,-2.235533406,0.043342751
LOC_Os01g02940,-2.241251841,0.012865156
LOC_Os01g22640,-2.256026512,0.01675433
LOC_Os01g22230,-2.296404606,0.026576667
LOC_Os04g33450,-2.300667322,0.013609077
LOC_Os12g23610,-2.309768083,0.008906343
LOC_Os04g28990,-2.315469657,0.027046234
