,log2FoldChange,padj
LOC_Os01g04330,-2.2344753556664365,0.04967695967508312
LOC_Os01g05310,3.1781629676654912,0.0019991987963805533
LOC_Os01g06460,-0.8691972985572036,1.4650176876168585e-4
LOC_Os01g08530,3.4479417924748814,2.39467253586213e-4
LOC_Os01g12070,2.147384981397383,0.043582671529298726
LOC_Os01g17430,-0.5623003882048053,0.018145680164169026
LOC_Os01g20206,-1.6632738685553676,0.03879680847526234
LOC_Os01g21250,-1.2375858320629836,0.0011448124835168106
LOC_Os01g29280,-1.7826967366515591,0.027489276272319937
LOC_Os01g29804,-2.7872132840531156,1.233783687609892e-6
LOC_Os01g32670,-1.9669303421533986,5.034907172395286e-7
LOC_Os01g40070,-2.4179418212766293,3.2396513681639163e-7
LOC_Os01g40260,-3.1153867512307305,6.651653986599544e-8
LOC_Os01g43720,-5.066997618280853,1.0814382039195703e-4
LOC_Os01g43750,-6.19512961102035,1.2783198646379557e-15
LOC_Os01g46400,0.4807440410445287,0.016644296386158716
LOC_Os01g47070,-1.8022385151722082,1.631370219056176e-4
LOC_Os01g47290,-2.180483267597848,0.023905409427088794
LOC_Os01g47900,0.989314973015391,9.947554031022114e-5
LOC_Os01g51670,-1.9528195862042104,0.04912824737652816
LOC_Os01g53350,-2.5056531250980685,1.59626566947489e-10
LOC_Os01g56220,-2.140251356447834,7.201776286271172e-5
LOC_Os01g56630,-1.1282028522356304,6.273753217153359e-5
LOC_Os01g58280,-2.734065266359215,0.031289925056624056
LOC_Os01g58620,-1.845314506982831,6.0629586450718195e-9
LOC_Os01g60600,-2.4974997698726837,0.04959434464079112
LOC_Os01g60640,-1.751117034131075,0.005820822223832172
LOC_Os01g61970,-0.805374101443549,1.4650176876168585e-4
LOC_Os01g61990,-1.075188426481103,0.00036168252803210193
LOC_Os01g62670,-1.5123336145148416,0.0012563804909978427
LOC_Os01g64120,-1.3049863195497076,0.005783719825816517
LOC_Os01g64310,-1.3280161617810393,5.13382936612549e-4
LOC_Os01g64470,-2.0529302861834324,0.01124982221368224
LOC_Os01g65310,-1.2330444295193852,4.342898173558723e-8
LOC_Os01g65690,-0.6748001241078337,0.031289925056624056
LOC_Os01g65986,-1.325170945844022,1.233783687609892e-6
LOC_Os01g65992,-2.010036335970317,0.0443619806590955
LOC_Os01g66860,-0.9400945074332288,0.029265200000651033
LOC_Os01g67820,-2.6557011453379546,3.0600495614758396e-9
LOC_Os01g70790,-1.6907818263638552,0.017448677935708746
LOC_Os01g71340,-1.7952013806884342,3.3831505699746433e-6
LOC_Os01g71624,-1.6671545944000343,0.015433564051763094
LOC_Os01g72140,-1.6346553795494732,0.02903964700179257
LOC_Os01g72530,-2.2036533176538438,9.264465476938514e-4
LOC_Os01g72900,-2.7629020628815018,3.0600495614758396e-9
LOC_Os01g72910,-2.5627938712343035,5.1983358930543045e-6
LOC_Os01g73200,-1.135442843759194,0.005848255613717624
LOC_Os10g01134,-0.5900832834964198,0.03329363311672963
LOC_Os10g10149,-3.447907440099136,0.02903964700179257
LOC_Os10g18990,3.276081937778055,0.031831824133493516
LOC_Os10g19919,-2.6402328395155368,0.010151435035571508
LOC_Os10g20670,-9.365425142867803,2.732151591606181e-4
LOC_Os10g25290,-1.2670635661758312,0.03059007760217378
LOC_Os10g28240,-1.8462806124801292,3.5150760449646805e-4
LOC_Os10g28370,-0.8289872695376987,0.02986220485799969
LOC_Os10g35640,2.411735004367941,0.026624288146725614
LOC_Os10g36980,-1.5088529816391447,0.01836334886345165
LOC_Os10g37230,1.312910499103784,0.020360342389345868
LOC_Os10g37570,-2.779887506711372,5.82211488559913e-7
LOC_Os10g38160,-1.3391768368236778,0.0335482862897833
LOC_Os10g38600,-1.3841809817844535,0.01407292378106011
LOC_Os10g39140,-1.0524420693371161,1.461356878104606e-4
LOC_Os10g39410,0.6866991679512859,0.007278910097215175
LOC_Os11g02290,-4.013110369379763,3.411396687264267e-7
LOC_Os11g04560,-1.106451040846531,0.04259411098817922
LOC_Os11g09010,-0.8966976064366894,0.02314430298151039
LOC_Os11g10320,1.00599953936887,0.002825572021371772
LOC_Os11g10470,-3.911950152740219,0.0016841219255034018
LOC_Os11g10510,-1.5873001823658681,0.04052596453846491
LOC_Os11g10750,1.2229317952925383,1.8020212591110825e-4
LOC_Os11g12040,-1.4009027757178563,0.001323017038175565
LOC_Os11g23080,-1.7524030679515596,0.004782048836290735
LOC_Os11g28184,2.0659163247527315,5.034907172395286e-7
LOC_Os11g28530,-1.495752662943744,0.049530040142505005
LOC_Os11g37210,-4.470962841067079,0.027173682569297572
LOC_Os11g37230,-1.2073239646295209,0.001323017038175565
LOC_Os11g41600,0.6345586065480294,0.0337376256839458
LOC_Os11g42790,-1.1709536212362062,0.0013735086529664858
LOC_Os11g44340,-2.6175900950722504,0.0014236072217303772
LOC_Os11g44430,-2.146151804509208,5.034907172395286e-7
LOC_Os11g44600,-1.5762770183879982,0.002619480876189335
LOC_Os11g47630,-2.288561608107647,0.012637629644719319
LOC_Os11g47680,-1.7643087729625064,2.70600925944158e-4
LOC_Os12g02240,-3.1606391899292783,5.820333398244578e-5
LOC_Os12g04360,-1.3702260308409369,0.031289925056624056
LOC_Os12g12080,-1.8367481764883606,0.0056209410690218654
LOC_Os12g20390,0.9035925669338193,1.2670338238491812e-4
LOC_Os12g28550,-2.420314551770266,3.279293152134555e-4
LOC_Os12g28590,-2.223203797611434,7.171885293796421e-6
LOC_Os12g29430,-4.156609910735694,0.046357076944405474
LOC_Os12g35330,-2.392328964988678,0.006231146680239912
LOC_Os12g36110,-0.8553885479710251,0.0069293062733631365
LOC_Os12g36750,1.2973044396979214,0.0024206027607456063
LOC_Os12g37519,-1.4969136808850294,0.0245180837469178
LOC_Os12g38560,1.3783520881152223,0.0056209410690218654
LOC_Os12g43580,-0.9680580894878441,0.04960841947059457
LOC_Os12g44190,1.2912237168146286,1.8224334598460296e-4
LOC_Os02g01710,0.7731288233647866,0.04912824737652816
LOC_Os02g06605,2.467575409895865,2.884056057513958e-6
LOC_Os02g07930,0.7546884631705779,0.03128890504746788
LOC_Os02g11070,-1.538728344700038,0.006620690747347642
LOC_Os02g11859,-1.2290854909824875,0.0443619806590955
LOC_Os02g13660,-2.21307561266103,0.02903964700179257
LOC_Os02g14720,1.4503627203693321,2.703341518882393e-13
LOC_Os02g14840,1.6985316819748129,0.042527275049980794
LOC_Os02g24080,-0.8212392976110745,0.007884635099098041
LOC_Os02g26404,-0.6706560225599922,0.04912824737652816
LOC_Os02g33680,-1.5967103289098021,0.0443619806590955
LOC_Os02g36190,-3.7539459567690785,0.006944876188135459
LOC_Os02g37180,-1.6035414871641467,1.4650176876168585e-4
LOC_Os02g37190,-1.265947233567581,6.141332060961966e-4
LOC_Os02g37330,-0.9959007557936804,0.030309511769130673
LOC_Os02g39930,-1.5194610265060413,5.034907172395286e-7
LOC_Os02g40330,-1.903311758460246,0.009121755089371809
